term,status,repo,branch,commit,path,line_no,role,raw_url,context
cosmic_field,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,330,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"cosmic_field = 중심질량, 궤도, field boundary, spin / rotation field"
중심질량,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,330,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"cosmic_field = 중심질량, 궤도, field boundary, spin / rotation field"
궤도,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,330,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"cosmic_field = 중심질량, 궤도, field boundary, spin / rotation field"
field,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,330,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"cosmic_field = 중심질량, 궤도, field boundary, spin / rotation field"
boundary,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,330,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"cosmic_field = 중심질량, 궤도, field boundary, spin / rotation field"
spin,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,330,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"cosmic_field = 중심질량, 궤도, field boundary, spin / rotation field"
rotation,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,330,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"cosmic_field = 중심질량, 궤도, field boundary, spin / rotation field"
field,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,330,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"cosmic_field = 중심질량, 궤도, field boundary, spin / rotation field"
root_lineage,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,331,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"root_lineage = 뿌리구조, 세대, 제례, Y Branch 증폭 field"
뿌리구조,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,331,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"root_lineage = 뿌리구조, 세대, 제례, Y Branch 증폭 field"
세대,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,331,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"root_lineage = 뿌리구조, 세대, 제례, Y Branch 증폭 field"
제례,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,331,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"root_lineage = 뿌리구조, 세대, 제례, Y Branch 증폭 field"
Y,demoted_common,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,331,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"root_lineage = 뿌리구조, 세대, 제례, Y Branch 증폭 field"
Branch,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,331,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"root_lineage = 뿌리구조, 세대, 제례, Y Branch 증폭 field"
증폭,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,331,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"root_lineage = 뿌리구조, 세대, 제례, Y Branch 증폭 field"
field,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,331,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,"root_lineage = 뿌리구조, 세대, 제례, Y Branch 증폭 field"
narrative_structure,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,332,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,narrative_structure = 관점에 따라 해석이 달라지는 narrative field
관점에,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,332,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,narrative_structure = 관점에 따라 해석이 달라지는 narrative field
따라,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,332,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,narrative_structure = 관점에 따라 해석이 달라지는 narrative field
해석이,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,332,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,narrative_structure = 관점에 따라 해석이 달라지는 narrative field
달라지는,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,332,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,narrative_structure = 관점에 따라 해석이 달라지는 narrative field
narrative,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,332,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,narrative_structure = 관점에 따라 해석이 달라지는 narrative field
field,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,332,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,narrative_structure = 관점에 따라 해석이 달라지는 narrative field
music_language,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,333,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,music_language = 언어 / 음악 / 반복 / 위치 / derived analysis field
언어,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,333,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,music_language = 언어 / 음악 / 반복 / 위치 / derived analysis field
음악,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,333,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,music_language = 언어 / 음악 / 반복 / 위치 / derived analysis field
반복,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,333,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,music_language = 언어 / 음악 / 반복 / 위치 / derived analysis field
위치,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,333,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,music_language = 언어 / 음악 / 반복 / 위치 / derived analysis field
derived,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,333,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,music_language = 언어 / 음악 / 반복 / 위치 / derived analysis field
analysis,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,333,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,music_language = 언어 / 음악 / 반복 / 위치 / derived analysis field
field,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,333,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,music_language = 언어 / 음악 / 반복 / 위치 / derived analysis field
event_context,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,334,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,event_context = 인물 / 사건 / 문서 / 지식형성 / 후대전달 field
인물,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,334,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,event_context = 인물 / 사건 / 문서 / 지식형성 / 후대전달 field
사건,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,334,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,event_context = 인물 / 사건 / 문서 / 지식형성 / 후대전달 field
문서,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,334,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,event_context = 인물 / 사건 / 문서 / 지식형성 / 후대전달 field
지식형성,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,334,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,event_context = 인물 / 사건 / 문서 / 지식형성 / 후대전달 field
후대전달,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,334,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,event_context = 인물 / 사건 / 문서 / 지식형성 / 후대전달 field
field,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,334,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,event_context = 인물 / 사건 / 문서 / 지식형성 / 후대전달 field
field,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,337,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,field sample은 core schema가 아니다. field sample은 Y_Branch 작동 가능성을 검산하는 적용장이다.
sample,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,337,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,field sample은 core schema가 아니다. field sample은 Y_Branch 작동 가능성을 검산하는 적용장이다.
은,demoted_common,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,337,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,field sample은 core schema가 아니다. field sample은 Y_Branch 작동 가능성을 검산하는 적용장이다.
core,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,337,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,field sample은 core schema가 아니다. field sample은 Y_Branch 작동 가능성을 검산하는 적용장이다.
schema,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,337,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,field sample은 core schema가 아니다. field sample은 Y_Branch 작동 가능성을 검산하는 적용장이다.
가,demoted_common,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,337,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,field sample은 core schema가 아니다. field sample은 Y_Branch 작동 가능성을 검산하는 적용장이다.
아니다,demoted_common,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,337,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,field sample은 core schema가 아니다. field sample은 Y_Branch 작동 가능성을 검산하는 적용장이다.
field,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,337,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,field sample은 core schema가 아니다. field sample은 Y_Branch 작동 가능성을 검산하는 적용장이다.
sample,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,337,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,field sample은 core schema가 아니다. field sample은 Y_Branch 작동 가능성을 검산하는 적용장이다.
은,demoted_common,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,337,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,field sample은 core schema가 아니다. field sample은 Y_Branch 작동 가능성을 검산하는 적용장이다.
Y_Branch,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,337,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,field sample은 core schema가 아니다. field sample은 Y_Branch 작동 가능성을 검산하는 적용장이다.
작동,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,337,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,field sample은 core schema가 아니다. field sample은 Y_Branch 작동 가능성을 검산하는 적용장이다.
가능성을,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,337,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,field sample은 core schema가 아니다. field sample은 Y_Branch 작동 가능성을 검산하는 적용장이다.
검산하는,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,337,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,field sample은 core schema가 아니다. field sample은 Y_Branch 작동 가능성을 검산하는 적용장이다.
적용장이다,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,337,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,field sample은 core schema가 아니다. field sample은 Y_Branch 작동 가능성을 검산하는 적용장이다.
11,demoted_common,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,341,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,## 11. Guards
Guards,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,341,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,## 11. Guards
Y_Branch,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,343,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Y_Branch`는 guard를 가진다.
는,demoted_common,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,343,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Y_Branch`는 guard를 가진다.
guard,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,343,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Y_Branch`는 guard를 가진다.
를,demoted_common,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,343,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Y_Branch`는 guard를 가진다.
가진다,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,343,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Y_Branch`는 guard를 가진다.
text,demoted_common,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,345,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,```text
guard,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,346,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,guard = 구조가 잘못 닫히는 것을 막는 장치
구조가,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,346,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,guard = 구조가 잘못 닫히는 것을 막는 장치
잘못,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,346,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,guard = 구조가 잘못 닫히는 것을 막는 장치
닫히는,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,346,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,guard = 구조가 잘못 닫히는 것을 막는 장치
것을,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,346,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,guard = 구조가 잘못 닫히는 것을 막는 장치
막는,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,346,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,guard = 구조가 잘못 닫히는 것을 막는 장치
장치,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,346,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,guard = 구조가 잘못 닫히는 것을 막는 장치
주요,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,349,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,주요 guard:
guard,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,349,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,주요 guard:
text,demoted_common,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,351,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,```text
source,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,352,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,source identity guard
identity,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,352,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,source identity guard
guard,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,352,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,source identity guard
original,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,353,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,original vs derived guard
vs,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,353,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,original vs derived guard
derived,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,353,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,original vs derived guard
guard,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,353,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,original vs derived guard
no,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,354,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,no source merge guard
source,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,354,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,no source merge guard
merge,filtered_candidate,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,354,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,no source merge guard
